CLIENTNUM,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
700000010,28,0,20,4,2,5,21178.571396935575,4291.794024068599,8485.993177446177,0.564289257078658,10811.66822035126,105,0.4154118613097049,0.940523264489604,0.8795144042175045,0.10355027010549603,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
700000011,42,1,34,6,1,2,7627.95063212169,874.7746354796809,24563.12441157117,0.9199630695252171,4282.023035040931,138,0.41172332136707906,0.8972157579533268,0.9800836114326661,0.1266202914546536,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
700000012,33,2,31,6,0,7,25676.925014257868,4678.174971104738,19740.845952291616,1.1027859056570744,8919.956010828593,121,0.4217658514392385,0.6635017691080558,0.8010123167692438,0.03216161028349973,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
700000013,78,0,47,1,3,0,15322.917740319604,894.1135461066441,9478.485222280067,1.1930046276678747,10953.628901655875,137,0.9819703240025659,0.09367476782809248,0.8735431606118867,0.05304047353634509,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
700000014,68,5,19,3,2,1,11152.273823145595,3225.5168101528243,16888.63946174594,1.3370010780862835,3837.6863895025513,57,0.6369268349290269,0.02431596643145384,0.9290944591814336,0.03542213588140979,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
700000015,23,2,52,5,4,0,17030.184038229207,2861.4623458541914,24518.12380104312,0.39041550720735385,4932.606779664136,76,0.503391296023311,0.5568012624583502,0.9872309548321562,0.1392059593349946,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
700000016,64,5,34,2,6,2,9563.427064149224,1612.7538211930025,21292.409975654522,0.46394559773043453,10779.20945519672,48,0.652310213117392,0.8093611554785136,0.9620226789358362,0.17341446371602076,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
700000017,62,3,12,6,5,3,26711.897319569136,138.08385936852352,14682.189939935188,0.8261689476217043,10244.37896178039,60,0.8587176217589522,0.5426446347075766,0.857308250425657,0.11816665211380216,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
700000018,32,5,54,4,4,0,25008.201109840073,1357.7145790987095,24148.66984457386,0.8487181939364742,12709.33458767373,125,0.7936246860680143,0.6995122107671938,0.8276706184835603,0.026549084448593965,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
700000019,34,2,39,2,6,1,1735.171559048268,4813.242073389625,20981.51295254904,1.1351690473124376,6429.817694006913,67,1.3982564731517766,0.44235222973110444,0.8479574718314807,0.018774658016258352,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
700000020,78,4,33,5,6,2,8184.198695533566,1779.863393256308,19067.229706377042,0.31727218635570703,2183.0532873502852,78,0.4129883859222721,0.3114133093912942,0.9959021057243017,0.03506605397786771,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
700000021,53,0,41,5,6,1,18859.65284351428,3175.468254338219,1609.9482394150907,0.7495351375517655,9574.968777856428,105,1.3277878094259867,0.658693631618945,0.832586885416286,0.01411374948008597,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
700000022,49,2,31,4,1,2,19655.35833482824,2291.264452457583,13867.611338240406,1.42975777053183,6098.488248111226,83,0.5480212318520944,0.27396112732113376,0.8429178239416749,0.07545181664559518,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
700000023,34,1,19,5,1,1,1674.88613633895,4072.342412944679,7405.441981948298,0.4417977931459875,10602.688897780185,84,1.3529664162324635,0.7350710438038858,0.9606961860769697,0.0564069145142613,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
700000024,52,3,29,1,6,7,10883.302667337517,4653.786628017823,21531.11242015379,0.814792832850022,11387.630482976712,108,0.4237486426031191,0.9025529066795667,0.9010504744895714,0.16529149322154835,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
700000025,53,3,52,3,3,0,10260.09549012203,4750.309835254025,23789.875099970126,0.9881254657479432,9661.63957646209,126,0.4100449767101773,0.602440925901119,0.9107406104691602,0.04254557900484579,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
700000026,62,4,53,2,6,5,16936.33758738833,2207.6525068668852,22248.752477578346,0.7210980150624944,2197.471738200285,85,1.1256360122100468,0.8369638742373738,0.9733737410621682,0.16769615275279703,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
700000027,67,2,13,5,4,4,7763.614100311306,2906.5270861339113,21646.893788730595,1.3564319623661,3931.935308390142,80,1.483201276587445,0.7533781852589416,0.8752519171061832,0.016700143339733752,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
700000028,43,2,50,6,2,4,1329.255698255153,2343.3032099706315,1879.430254205015,0.4425814995216863,2204.1305782680206,114,1.1930539883319575,0.681039427096909,0.8475012942584941,0.08004457857440497,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
700000029,70,5,55,5,4,4,10357.905260049927,217.00391649086382,23153.7615904781,1.4029388583343914,4168.357435843996,29,0.39052145650772313,0.16621543190925292,0.8433618213172983,0.05889878936788598,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
700000030,33,0,22,4,1,7,2678.0530349735145,1972.6089930406492,3115.5236154291674,0.7027920777563558,2960.3586064857004,99,0.7659220607878466,0.22939474570494967,0.8531875849928479,0.07206901904105366,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
700000031,50,4,31,5,3,7,5715.891241001847,4554.635922469212,20652.16245161764,1.4397598959503088,11022.93287163122,56,1.4030118622026715,0.08274842003530614,0.9753322971851586,0.11031757450881402,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
700000032,18,1,43,1,2,4,22737.77069930609,1964.9472448942956,20814.523407309603,0.9828977629988971,1420.9215290550196,114,0.7977834028051982,0.27340707193070624,0.8112750993301855,0.17294447525101064,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
700000033,20,4,34,5,4,4,22955.35485923122,1889.2527463789322,6406.57839207598,0.5460543942078299,4145.9153729210775,13,0.5743713666041552,0.6717006844058567,0.9236256480915792,0.07163254360656811,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
700000034,71,5,14,3,1,3,24675.186321178808,4839.868827199115,2666.001472458341,1.2501814073635595,9054.360508495723,56,0.8046429343980901,0.7846682639443096,0.9278722713948485,0.16100893350387238,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
700000035,55,1,45,2,5,6,13686.772738688143,4520.793472468742,9032.25894207086,0.9167873869917729,11862.968684746575,39,1.0465040402734482,0.8623637087467452,0.9899041247315284,0.02941469618580759,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
700000036,37,4,45,6,4,1,10533.796698337737,3167.004271583629,6383.56766006573,0.3910359937303967,2368.7559677044137,89,0.4822832322147532,0.13882717264941014,0.9281749489606429,0.036376016879828964,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
700000037,46,1,30,5,4,1,9079.1198319268,885.0524213837341,2673.2120770478623,0.444763045320721,7181.292136474523,99,1.3730607154751109,0.1287483982996439,0.8660199026620311,0.0643165529360058,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
700000038,64,5,54,5,0,1,26180.732104032017,422.58503840340967,15133.313015258049,1.4835083950401782,8280.564366816321,65,0.8814275822292256,0.618254771530296,0.8737827279139545,0.09250694322662958,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
700000039,68,2,58,6,2,6,1883.6924292742306,4336.074905373616,9176.593434431574,0.776596599004899,2020.602914720973,128,0.7527409957255472,0.02007119777772637,0.8644158331166357,0.04228960139930893,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
700000040,30,3,36,4,1,2,19815.862368455702,2397.910508771251,14812.887375497146,1.1841869704738954,8587.262856281342,122,0.9773502510271694,0.37877262595128935,0.8674893667743836,0.17992947942900248,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
700000041,23,4,44,5,5,4,5432.915036345629,1229.7886419225406,4436.693644859114,0.5238804288615669,4633.879946060783,104,0.3667841872283704,0.8423140352981816,0.8103270955749026,0.003648496285672209,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
700000042,37,3,22,4,6,5,29276.947725409133,2453.7438962939223,18210.954367233506,1.2850337677840231,10917.630427130029,145,0.8719433809516943,0.8385825587026248,0.8410155120298919,0.19359881330084686,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
700000043,66,3,58,1,1,5,9370.286043967417,2906.191107113061,4281.886524217956,0.877368122225781,8222.546771997995,143,0.7039251338327047,0.13441467693897424,0.8126749940945536,0.19799204647798907,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
700000044,54,0,28,1,2,6,14675.709467954593,2059.2045707363427,9047.272530303384,1.415434973097391,12543.981412922072,87,1.4195256805199454,0.9909294764573906,0.8410003620106475,0.07584571699276009,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
700000045,28,0,48,6,3,5,24928.84762409112,932.0249339407205,6274.447778592495,1.0605102764642127,13664.058891706482,98,1.3526406489757299,0.3924451074226354,0.9633198878943154,0.08782698171404368,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
700000046,40,0,36,1,0,6,12132.84541982313,2717.764305569943,22708.5667186314,1.0490855950967906,2195.021590271279,143,0.6993789430949812,0.7305491368093014,0.9387435214806678,0.03334615199867663,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
700000047,56,2,47,5,5,0,10039.939966070899,1242.4456990723288,18726.684168030584,0.34023892168293524,8763.40043063409,19,0.8927777845570352,0.7546352918601166,0.8205832061488291,0.10729627029691896,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
700000048,32,4,19,5,4,6,12859.700135479303,3859.4099029912254,798.9752717920907,1.0181312414462724,8699.87103618312,35,0.6021588706883433,0.34569599350391944,0.8363195433602851,0.18169011226672568,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
700000049,60,3,37,5,5,1,18732.172827604787,90.55091910420255,21867.03576913171,1.4185419389803349,8694.43116204353,77,1.248101564548904,0.023022604787637513,0.9302734421976493,0.1542493337039476,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
700000050,46,5,51,1,5,2,14074.341770719831,566.1902292037763,24628.609374577198,1.306677703735121,2307.608877447369,66,0.6985756951859267,0.3114442640456412,0.8454791241754226,0.12157887875885175,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
700000051,69,0,37,1,2,6,13020.632941905204,4317.590703064785,23112.525679062877,0.8588401467825758,7472.136182291567,100,0.8426615290677686,0.22460482293998196,0.8904879032265387,0.02817140407595997,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
700000052,70,0,40,3,5,1,1379.7392410616756,3317.686860083553,4861.88118830891,1.4532843809633462,2655.609552420138,127,1.3327584214688808,0.5350697189336586,0.8368925742837713,0.05991918235329541,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
700000053,73,2,43,6,4,0,2059.9403675947515,2360.334725549996,14338.607764934102,0.37885036731402283,11745.150442077653,122,0.7809156730503911,0.5596403313082179,0.8310480491861425,0.03638562609905423,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
700000054,27,1,30,6,1,3,24221.74337309751,4894.657178079806,21074.82705668598,1.3403925120138283,6415.775182790248,66,0.5663665943195393,0.2310747965880714,0.9343785487197457,0.003942107550872831,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
700000055,68,0,39,2,2,7,29673.13467670784,3015.987010884898,20267.828649583356,1.4551791822658495,14193.941020870465,64,1.3756029822253437,0.013001923510736035,0.8171017061708936,0.04157725102920547,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
700000056,77,1,13,1,6,4,10912.703199238404,1297.1171671564623,9802.46400009804,1.0083539310177692,4386.922791931705,14,0.7142305738575306,0.7738345232013403,0.8725515789331891,0.17221360399494434,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
700000057,41,0,21,6,2,5,14660.898128120618,910.5356941079162,12377.069995183481,0.9149491870583059,11254.460691315651,34,0.6094652225198427,0.13935607407282413,0.9669860473598598,0.19688043614071044,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
700000058,54,2,17,2,4,1,17718.97778991335,1370.27610343603,14077.361061636939,1.081704466022237,12531.256153754424,96,0.42789447615440923,0.140018538660449,0.8527367605269233,0.05329967867417645,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
700000059,70,1,56,1,1,4,12111.017319235427,2594.5885264141875,1650.6661859888486,0.4995400425072953,11201.487438182372,60,0.4084043526931294,0.7709859255354785,0.8136499410708183,0.1674157981406059,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
700000060,57,2,45,6,5,4,15028.89331603997,1349.5561119609745,13726.148083250739,0.4944166534699015,12702.180074495629,90,0.8956394966414836,0.5968428489168892,0.8668487781633922,0.1541824407491644,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
700000061,42,4,54,2,0,6,3202.068900719041,388.8267203947854,557.3150703315673,1.4612392658485036,576.1803690965812,21,0.7331686763280322,0.09158207332663415,0.9834627150924485,0.02736372618379228,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
700000062,29,5,27,3,6,4,23012.039520626644,3620.516646365693,16112.173704842427,1.4766921602159857,13598.775283222361,21,0.5654513301835227,0.987668007996647,0.9888118679373227,0.00788536227370118,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
700000063,39,1,18,6,6,4,22199.686472290166,962.9951389281522,3324.409520558467,0.806115191676615,12032.456650406912,125,1.3134592782420844,0.31910047324325563,0.9657830948301355,0.007401526943098525,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
700000064,51,2,48,3,1,6,12730.078040773671,2862.1387971673284,20197.435995321994,0.946081788456945,10094.000038667851,25,0.8121804679858372,0.8766653778624495,0.8835012168055785,0.09238857011511753,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
700000065,35,2,50,6,3,4,23248.46037900268,2009.654568046211,12256.952697445766,1.053006555862044,13168.318155701912,130,1.2219280966374217,0.41776678216733376,0.8842714004554141,0.1475164603177783,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
700000066,73,5,15,2,5,4,2220.7024994544945,89.36967366706905,24699.19854853277,0.8133277604830348,6072.736383815384,97,0.44932506875622763,0.956415697559425,0.9595978644286767,0.05179653032036274,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
700000067,28,5,24,2,0,6,29743.89015797232,1158.358506917217,23596.92846631058,1.079575978790842,9312.183525743458,119,0.5768037740613104,0.17652803200550826,0.8440972418140351,0.037287652428850904,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
700000068,64,0,20,3,3,1,16225.913524947777,1301.1668397576366,13123.574145710783,0.8894236090423518,14946.868749197502,12,1.2789997499887413,0.22444057183666066,0.8447635229645246,0.10739488457868272,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
700000069,28,0,14,3,3,4,26773.694316200337,4778.257491148767,21622.12662300354,1.2714192896698537,10001.008719265816,14,1.1822551854281433,0.28139096057752677,0.850529818792177,0.0010164279636051931,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
700000070,23,4,59,5,3,4,29752.784719206396,307.58513119617527,22131.203593867802,0.9192948245323399,13644.44893194641,76,0.7173710494826316,0.6780161525590636,0.9131463927991582,0.05340565403388427,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
700000071,76,2,59,1,4,2,7922.010907729508,4650.451752548694,3092.935298800308,1.1387888856475052,3243.7123268825853,142,1.3570449110387142,0.871843527745232,0.8058494566069119,0.16516335011295255,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
700000072,48,1,47,2,5,4,15716.56427906425,31.9293585841679,7532.434262785363,1.0403123020508906,14727.199581397641,26,0.4390126281363092,0.37669536198679876,0.8018144809305451,0.16373588409996837,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
700000073,27,0,43,2,6,3,19346.034900884497,4660.140527550087,3011.4883357716417,1.4246741846837414,10474.342973361794,77,0.6611562803361795,0.7081720886452816,0.8134701202937544,0.11643409203525466,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
700000074,67,5,58,5,3,3,19779.63565865532,2971.9792961427265,9898.500379937734,0.37875137348881555,12411.937737407894,120,0.8863718284855989,0.7704074178077932,0.9366590753213011,0.08918054127534968,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
700000075,52,4,52,5,4,2,7402.318770874052,411.9052280792135,17172.23290083047,1.0854134571373621,4462.263141474035,90,1.4558839841281581,0.03130231374751624,0.9462540133947371,0.18190490218956368,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
700000076,74,4,14,3,0,1,26928.8769066949,1149.773029455431,5721.065248614541,0.3373608994614136,9949.168967950332,21,0.9753003436120591,0.4715324601025127,0.9086465611579917,0.031849147655852894,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
700000077,32,2,57,2,3,6,19160.389327311048,656.2243884119379,1296.891397535672,1.4050174173788241,9441.429560550701,55,0.8545167489187927,0.0012318351664258875,0.9196654530244854,0.12146128965253425,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
700000078,74,3,33,6,4,4,18117.65422768305,2166.233744858278,24616.609481371146,0.4794967712010789,7236.679651219248,73,0.7746541006559624,0.9746998518706899,0.944377525585387,0.1313967715128986,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
700000079,25,2,33,3,0,0,3980.979730287305,2854.5225092208216,950.00710504323,0.8788276578619099,3550.068908823595,106,0.9212539720616537,0.08786649914483335,0.8701253862418362,0.006640621758273313,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
700000080,56,1,57,2,1,6,6804.357083099493,837.4129112953487,3061.912088192806,1.063716299452364,10743.898034060066,143,1.0137319648523233,0.616604581862474,0.9225888349731212,0.05976717726746277,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
700000081,79,2,18,3,3,7,16880.17890845835,4086.4888498124683,11581.797970698353,1.07229323423583,8132.838583573642,115,0.8263286597874461,0.7248265598740583,0.9186557296620358,0.13005883717469077,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
700000082,72,5,47,5,4,6,13576.004684735277,218.30828853680595,4460.977331596665,0.3250333671498457,9972.313778941287,46,1.4956006992680904,0.9747931621467831,0.9300651372693874,0.03990849018582903,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
700000083,32,0,18,4,0,5,28862.63599312233,2079.536830734704,21233.009654466707,1.054517781847134,11162.579330653412,135,1.4851794764832693,0.04010919141248248,0.9734062992244897,0.11573508171447869,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
700000084,53,1,26,2,3,5,19995.27082613115,4960.666581703362,7454.435950911803,0.7309812355994777,6065.783702083046,27,1.0578722641110245,0.733113022415281,0.826313537025452,0.1431649929364177,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
700000085,31,5,13,5,4,5,15276.057836993008,1236.1553720158852,21833.37258117653,0.8343663060031986,7964.851631980508,93,1.011541021721913,0.16352387258502277,0.8782163073303522,0.1938824644670575,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
700000086,18,3,47,5,6,6,7805.547109584982,4418.548348303763,11329.59715768001,0.6970672355870063,7007.274820555344,85,1.2946600390591314,0.43088752366180594,0.8497428545175261,0.12342899732080602,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
700000087,45,0,54,5,6,4,16471.84583369117,3908.951649225147,17781.947055748988,0.8356423758151027,13031.13457627545,143,0.5470094520441219,0.11191961939772788,0.853949922303398,0.011417371217862972,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
700000088,18,2,17,5,4,2,10168.527044325765,2536.174043441962,1518.5350467346063,0.4780118411545066,14806.13678290328,52,0.32085574822257557,0.32313065707027855,0.9946195496140693,0.11602244593909361,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
700000089,61,5,31,6,4,3,21435.742119362756,1009.2672606147418,16999.094616460476,1.4638944553287245,1861.5603789465665,17,0.4873966137506087,0.23456129333482867,0.9926693665640798,0.05106130494568637,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
700000090,27,5,29,1,1,7,26073.656242696063,3842.596822618956,3271.1905673760393,1.2546124460356838,13820.828056405811,10,0.5588101828772606,0.6588854702326572,0.8787728811308317,0.13024659540829842,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
